Entry	Interacts with	Cross-reference (STRING)
P38277		4932.YBR138C;
P38185		4932.YBL071C;
Q02209		4932.YKR011C;
P38189		
P0C5Q3		
P53084		4932.YGL218W;
P53947		4932.YNL058C;
P47105		4932.YJR037W;
P38716		4932.YHR112C;
P0C5Q5		
P53750		4932.YNR064C;
P53963		4932.YNL034W;
P38841		4932.YHR138C;
P53975		4932.YNL019C;
Q07451		4932.YDL072C;
P32622	P21373	4932.YEL041W;
Q8TGQ8		4932.YOL085W-A;
Q12316		
P53151		
P53263		
P40159		4932.YNL208W;
P40166		4932.YNL198C;
P53876		4932.YNL184C;
Q12240		4932.YDR215C;
Q08521		
Q3E736		4932.YOR192C-C;
P89888		4932.YEL075W-A;
P53160		
Q3E774		4932.YDL159W-A;
P53183		4932.YGL039W;
Q3E7X8		4932.YEL077C;
Q8TGL6		
A0A023PZB8		
Q08927		
Q12486		4932.YOR131C;
Q08994		4932.YPR203W;
Q02754		4932.YPL067C;
Q08916		4932.YPL142C;
P0C2I9		4932.YPR137C-B;
A0A023PYD3		4932.YDR094W;
Q9ZZW1		4932.Q0182;
Q04629		4932.YDR126W;
P26637		4932.YPL160W;
P34241	P53734; Q04660; P10962; Q08287; Q05942; P47108	4932.YKL014C;
P25040		4932.YOL022C;
P12887	P15873	4932.YML021C;
Q04228	P25694; Q08109; P40318; P53044; Q99220	4932.YML013W;
P22203	P47104; P48836	4932.YOR332W;
P38733		
Q03885		
P53310		
P48569		4932.YDL183C;
Q08533		
P53186		4932.YGL034C;
P43608		4932.YFR035C;
Q12444		4932.YOR309C;
Q3E818		
O13587		4932.YPR096C;
P0C5S1		
P87288		4932.YDR327W;
Q8TGP9		
P53851		4932.YNL253W;
Q06177		4932.YLR327C;
P25386		4932.YDL058W;
P53058		4932.YGL258W;
P25591	P19524; P39968	4932.YCL063W;
P40438		4932.YIL173W;
Q92331	P32913; P34110	4932.YOR069W;
P53853	Q07794; Itself	4932.YNL246W;
Q07878		4932.YLL040C;
P53285		4932.YGR141W;
P36017	P39958; P32864	4932.YOR089C;
O13554		4932.YLR322W;
A0A023PXB0		
P38331		4932.YBR242W;
P39725		
Q3E7A0		
P0C5N9		
Q03208		4932.YML119W;
Q12744		4932.YML094C-A;
P53056		4932.YGL260W;
Q3E7A3		4932.YJL133C-A;
Q3E841		4932.YNR034W-A;
P40892	P39940	4932.YJL218W;
Q3E843		4932.YMR158C-A;
P0CL42		
Q03886		
P47059		
P47066		
Q12085		4932.YGR027W-A;
O13556		4932.YLR462W;
O13550		
Q8TGT8		
Q3E771		4932.YLR285C-A;
P53190		4932.YGL024W;
Q8TGM2		
O13579		4932.YLR379W;
Q8TGR4		4932.YER088W-B;
Q08498		4932.YOR082C;
Q99248		4932.YOR019W;
P0C5M7		
Q02781		4932.YPL062W;
Q07658		4932.YDL228C;
A0A023PYF4		4932.YER145C-A;
Q05863		4932.YLR281C;
Q12251		4932.YPR011C;
O13586		
Q03362		4932.YDR476C;
Q3E796		4932.YDR182W-A;
Q03418		
Q08984	P53844	4932.YPL272C;
Q99303		4932.YDR261W-A;
Q12058		4932.YPL251W;
Q06325		4932.YDR349C;
Q02749		
Q12172		4932.YOR162C;
Q12042		4932.YPL162C;
P38146	P39958; P32864; P53845; P53633; P53093	4932.YBR264C;
Q12340		4932.YOR172W;
P38374		4932.YBR162W-A;
P40341	P39925	4932.YMR089C;
O13518		
P53065		4932.YGL243W;
P36026		4932.YKR098C;
Q04235		4932.YML005W;
Q04602		4932.YDR119W;
P41807	P32366; P39111; P32563	4932.YPR036W;
Q3E755		4932.YBR200W-A;
P87012		4932.YCL001W-A;
A0A023PXH4		
P53948		
P53085		4932.YGL217C;
P36074		4932.YKL111C;
P0CL24		
Q04869		4932.YMR315W;
P40524		4932.YIL054W;
Q07881		
P53976		4932.YNL018C;
Q03759		4932.YML108W;
A0A023PXN9		
P53751		4932.YNR065C;
P0C5P8		4932.YLR149C-A;
Q03695		4932.YMR206W;
Q8TGS5		
Q7LHG5		4932.YIL082W-A;
P0C5N1		
P39977		4932.YEL068C;
P40162		
P0CE98		
Q8TGS0		
P53857		4932.YNL234W;
P0C2I2		
Q8TGR0		
Q04013		4932.YMR241W;
O13546		4932.YLR232W;
Q3E7B0		4932.YER053C-A;
A0A023PZA9		
A0A023PXI4		4932.YDR203W;
Q3E763		
A0A023PYK2		4932.YPR170C;
Q12274		4932.YOR097C;
P51996	P39958; Q08484; P53845; P53633; P53093	4932.YGL210W;
Q08976		4932.YPL261C;
Q08486		4932.YOR072W;
Q12415		4932.YOR110W;
Q07381		4932.YDL060W;
Q03784	P36149	4932.YDR246W;
Q03337	P36149; P38334	4932.YDR472W;
P46944	P38334	4932.YDR108W;
P32772		4932.YDL169C;
P43123		4932.YDL103C;
P32630		4932.YEL035C;
P33891	P53847; P28791; Q12745; P41834	4932.YGL145W;
Q06266		4932.YLR183C;
Q07824		4932.YLL028W;
P38825	P11484	4932.YHR117W;
Q12059	Q99344	4932.YPL003W;
Q99190		4932.YDL015C;
P40533		4932.YIL039W;
P33202	P26188; Q01939; P54860	4932.YKL010C;
Q02354	P25586; P47083; Q06512; Q12136; Q05946; P40362; Q06078; P53254; Itself	4932.YDR449C;
Q07963	Q03162; P06104; Q03465	4932.YLR024C;
P53276	P47083; Q02931; P42945; Q04305; Q06679; P38882	4932.YGR128C;
P38735		4932.YHL035C;
P36135		4932.YKR042W;
P21373	P32622	4932.YJR049C;
P25515		4932.YEL027W;
Q3E7Y5		4932.YBL111C;
P42937		4932.YGR203W;
P0CX18		4932.YHR214W;
P40917		4932.YOR028C;
P46683	P05750	4932.YPL239W;
P36015	P32854; Q04338	4932.YKL196C;
P38171		
P53143		4932.YGL102C;
P40361		4932.YJL070C;
P0CL26		
Q8TGS4		4932.YMR315W-A;
Q3E737		4932.YJL047C-A;
Q6B0R2		
A0A023PXE5		
Q8TGK0		
P39542		4932.YJL193W;
I2HB70		
P40483	Q06449	4932.YIL108W;
Q03236		4932.YMR187C;
Q3E767		
P0CT86		
P46996		4932.YJL163C;
Q3E766		4932.YMR175W-A;
P38899		
Q12110		4932.YLR049C;
P53831		
Q99337		
Q05016	P39009	4932.YMR226C;
P53748		4932.YNR062C;
P53185		4932.YGL036W;
Q8TGT9		4932.YGR146C-A;
Q12077		
Q45U48		
Q08234	P48558; P33302	4932.YOL075C;
Q08207		
P43538		
Q06695		
P36025		4932.YOR062C;
P53274		4932.YGR126W;
Q3E742		
Q7LIF2		
Q8TGP2		
P0C5M8		
Q12496		4932.YOL098C;
P40000		4932.YEL010W;
Q8TGR9		
Q3E834		4932.YER074W-A;
P0C5R8		4932.YPR170W-A;
Q12303		4932.YLR121C;
P38555	P39958; P53845; P53633; P53093	4932.YER031C;
P0C074	P49955	4932.YNL138W-A;
P23255	P46677; P38129	4932.YCR042C;
Q04767		4932.YMR071C;
P26370		4932.YDL170W;
P50623	Q12306	4932.YDL064W;
P50102	Q12060	4932.YMR223W;
Q3E781		4932.YBR221W-A;
P38215		4932.YBR013C;
P0C5L0		4932.YBR056C-B;
Q8TGT2		4932.YKL096C-B;
P53138		
Q8TGS7		4932.YMR182W-A;
P0CF34	Q06604	
Q12336		4932.YLL059C;
P47072		4932.YJL016W;
P47044		4932.YJL055W;
Q3E7Z4		
P40440		
P40579		4932.YIR035C;
P53907		4932.YNL144C;
P0C2J4		
P53229		4932.YGR045C;
P53205		
P43539		4932.YFL065C;
O13545		
Q06057		
Q08222		
Q08206		4932.YOL036W;
Q12225		
Q08756		4932.YOR300W;
A0A023PZC7		
P0CL40		
P87269		4932.YDR433W;
Q03057		4932.YDR544C;
Q8TGQ7		
O13548		4932.YPR099C;
P53819		
Q08373		4932.YOL166C;
Q12697		4932.YOR291W;
P43551		4932.YFL052W;
P27654		4932.YBR067C;
P41895		4932.YGR186W;
Q12094		4932.YOR006C;
P32893	Q03660	4932.YGR166W;
Q06679	P42945; P40362; Q04177; P53276; P38882	4932.YDR324C;
P36172		4932.YKR105C;
P17255	P47104; P32366	4932.YDL185W;
P25565		
P38142		4932.YBR241C;
D6VPM8		4932.YAR023C;
P38183		4932.YBL077W;
Q3E826		4932.YKL068W-A;
P36133		
P34225		4932.YBL060W;
P36086		4932.YKL071W;
P0CL32		
P47090		4932.YJR015W;
P36071		
Q04893		4932.YMR317W;
P28626		4932.YMR151W;
P36073		
P38829	Q05583; P40469	4932.YHR122W;
P0CF22		
Q3E7B5		4932.YMR230W-A;
P40572		4932.YIR016W;
P53740	Q12674	4932.YNR048W;
P38870	P43603	
Q99219		4932.YIL082W;
P53967		4932.YNL028W;
Q8TGN5		
P53213		4932.YGR022C;
P40365		
P0CL38		4932.YOR396C-A;
P0CX62		
Q12273		4932.YOL103W-B;
P53336		4932.YGR283C;
P87280		
P87283		4932.YDR274C;
O13541		4932.YLR280C;
Q08187		4932.YOL029C;
Q8TGJ1		4932.YOL166W-A;
Q12139		4932.YPR022C;
Q12531		4932.YPR015C;
P0CX21		
P0CX20		4932.YOR396W;
O13572		
P25036		4932.YOR003W;
P32939	P39958; Q04934; P53845; P53093	4932.YML001W;
Q06328		4932.YDR352W;
P38279		4932.YBR147W;
P53099		4932.YGL186C;
P89886		4932.YER007C-A;
P23202	P18494; P36003	4932.YNL229C;
P25347		4932.YCR001W;
P89495		4932.YBL109W;
P25575	P12904	4932.YCL046W;
P0C269		4932.YBL100W-C;
P35733		
Q8TGN0		
Q04773		4932.YMR074C;
Q8TGT5		
P10356		4932.YER152C;
Q03263		4932.YMR279C;
P47092		
P35723		4932.YKL065C;
Q07990		4932.YLR042C;
Q6Q5P6		4932.YHL009W-A;
Q03219		4932.YMR178W;
P46987		4932.YJL181W;
Q8TGJ7		4932.YLL066W-B;
P07273	P38915; P38931	4932.YGL043W;
Q06525	P38305; P32523	4932.YPR152C;
P53076	P25569; P40208; Q12508; P40547	4932.YGL227W;
Q06696	Q12483; P47142; Q02767; P62991	4932.YLR417W;
P32319	Q04338	4932.YBL017C;
P39109	P00330; Q03048; P01120	4932.YDR135C;
Q04608		4932.YDR124W;
Q07509		4932.YDL094C;
Q07435		
Q8J0M4		4932.YCL012C;
Q12441		
P90471		
P0C1V3		4932.YAL016C-B;
P39711		
P36134		
P40895		
Q04116		4932.YDR451C;
P53737		
Q07074		
Q03559		4932.YMR295C;
P46991		4932.YJL175W;
P47080		4932.YJL007C;
P53726		
P47087		4932.YJR012C;
Q2V2P5		4932.YIL102C-A;
P47181		4932.YJR154W;
P0C5R3		
Q3E7B9		
A0A023PZA4		4932.YDR154C;
Q08620		4932.YOR200W;
P0C5M5		
P53265		4932.YGR111W;
P0C2I3		
P0CX99		4932.YLL067W-A;
Q12331		4932.YDR262W;
Q08272		4932.YOL134C;
P43546		4932.YFL057C;
P0C2J0		4932.YPR158W-B;
O13575		
Q08974		4932.YPL257W;
Q99401		4932.YPL238C;
P34240		4932.YKL175W;
P25594		4932.YCL069W;
P40362	P15790; P36009; P32899; P25586; P25635; Q06078; P53254; Q06679; Q02354	4932.YJL069C;
P40151		4932.YNL218W;
P33418	Q12453	4932.YKL205W;
Q96VG8		
P36042		
P35736		4932.YKL050C;
P35995		4932.YKL222C;
Q07967		4932.YLR030W;
P53928		
Q04223		4932.YMR130W;
Q07978		4932.YLR031W;
A0A023PXQ9		4932.YMR316C-B;
P40076		4932.YER121W;
Q3E815		4932.YHR175W-A;
A0A023PXM2		
P0CX19		
P36050		
Q45U18		
P0CL23		4932.YJL222W-B;
Q03795		4932.YMR155W;
P47053		4932.YJL043W;
P53754		4932.YNR068C;
P53225		4932.YGR039W;
P53891		
P40169		4932.YNL194C;
Q3E7Y7		
Q08503		
P0C270		4932.YER138W-A;
P43599		4932.YFR018C;
Q08504		4932.YOR105W;
P87271		4932.YDR455C;
Q08922		4932.YPL182C;
P40004		4932.YEL004W;
P0CX58		
Q08971		4932.YPL225W;
P39989		
P26725		4932.YJL139C;
Q06089		
Q08995		4932.YPR204W;
Q6Q5F3		4932.YPR053C;
P0CX22		
P54072		4932.YLR152C;
P53887		4932.YNL171C;
Q02208	Q00684; P25651; P47035	4932.YKR010C;
P38067		4932.YBR006W;
Q99385		4932.YDL128W;
Q07993		4932.YLR070C;
P23643		4932.YDR495C;
Q03388	Q12692	4932.YDR485C;
P47061	P38116; P39904; Q12071	4932.YJL029C;
P40046		4932.YER072W;
P25652		4932.YCR087W;
P0C5L4		
Q8TGK4		4932.YBR298C-A;
P38235		4932.YBR053C;
P39557		4932.YAR047C;
P53039	Q07528; P32913; P53845; P38815	4932.YGR172C;
P47100		4932.YJR029W;
Q3E7Z3		
P47131		4932.YJR085C;
P47132		4932.YJR087W;
Q8TGS6		
P47157		4932.YJR120W;
Q04299		4932.YMR087W;
P40586		4932.YIR042C;
P53272		4932.YGR122W;
Q8TGN8		
Q3E807		
P43576		
O14468		4932.YOR304C-A;
A0A023PZG0		
Q03964		4932.YDR170W-A;
Q06224	Q01329; Q06102	4932.YLR277C;
P32356	P29311; P34730; Q06151	4932.YDR001C;
Q08687		4932.YOR252W;
Q04301		4932.YMR088C;
Q8TGP8		
P38161		4932.YBL108W;
A0A023PZE2		
Q2V2Q3		
P38177		4932.YBL086C;
P53139		4932.YGL108C;
Q06493		4932.YPR125W;
Q6B0Y8		4932.YML012C-A;
P40028		4932.YER041W;
P36109		
A0A023PZI4		
P42947		4932.YJL107C;
P53845	P53286; P07560; P32912; P32913; P53039; P53093; P01123; P38146; P38555; P51996; P38815; P36019; P32939	4932.YNL263C;
P0CX74		4932.YML040W;
Q6B0X1		
P47159		4932.YJR124C;
P36155		4932.YKR075C;
A0A023PXF8		
P47139		4932.YJR098C;
Q03161		4932.YMR099C;
P0CX76		
P40588		
Q8TGL5		
P38745		4932.YHL017W;
P40539		4932.YIL028W;
A0A023PZK9		
P53243		4932.YGR067C;
Q06051		
Q03904		4932.YDR133C;
P0C2J5		
Q2V2P0		4932.YPR145C-A;
P40103		4932.YER188W;
Q06116		4932.YPR117W;
Q3E806		
P32527	P38788	4932.YGR285C;
P25631		4932.YCR051W;
P25640		
P38966		4932.YDR089W;
P0C5L6		4932.YDL022C-A;
A0A023PZ99		4932.YDR008C;
Q03193		4932.YDR090C;
P25349	Q12335	4932.YCR004C;
P25600		
O13527		4932.YAR009C;
P0CX90		4932.YHR212W-A;
P38201		4932.YBL029W;
P0CI66		4932.YHR213W;
P37263		4932.YCR087C-A;
A0A023PZD5		
P47023		
P0CL30		
Q12112		4932.YNL284C-B;
Q04898		4932.YMR321C;
P32795	P25573	4932.YPR024W;
A0A023PZK4		
P0C5N0		
P0C5N6		4932.YHR032W-A;
P47063		
Q03703		4932.YML037C;
P53719		4932.YNR014W;
Q3E7Z5		
P40434		4932.YIL177C;
P0C5Q6		
P0C5R4		
Q3E832		4932.YOR072W-B;
A0A023PYI5		
Q08912	P36006; Q04439	4932.YOR389W;
A0A023PYH8		
P39974		4932.YEL073C;
P0C2J2		
P0CY03		
O13544		4932.YLR302C;
P43578		4932.YFL015C;
P53902		4932.YNL150W;
P53329		4932.YGR273C;
P53878		4932.YNL181W;
P0C5Q9		
A0A023PXC7		
Q08238		
P53242		4932.YGR066C;
Q04408		4932.YDR514C;
P43566		
Q12169		4932.YOR015W;
Q06235		4932.YLR162W;
Q12275		4932.YOR093C;
O13573		4932.YLR252W;
Q02864		
Q07738		4932.YDL241W;
P87281		
O13559		4932.YLR466W;
Q08953		4932.YPL197C;
P38280		4932.YBR148W;
P0C5N3		
P25638	P02829; P38768	4932.YCR060W;
P38349	P25694; Q12743	4932.YBR273C;
P38187		4932.YBL067C;
P53254	P15790; P43639; P38719; P36009; Q04217; P38333; Q06344; P20448; P39520; P25586; P47083; Q06106; Q99207; P45818; Q12481; P25368; Q06506; P53866; P40362; P35194; P40498; Q04177; Q02354	4932.YGR090W;
P20795	Q04934; P27801; P12868; Q12241; Q07468; P32912; Q03308; P38959	4932.YLR396C;
P25608		4932.YCR102C;
Q8TGV0		
P38315	P19880	4932.YBR216C;
P38216		4932.YBR016W;
P39559		4932.YAR053W;
Q8TGQ0		
Q07880		4932.YLL044W;
Q2V2P3		
P53912		4932.YNL134C;
Q12177		4932.YLL056C;
Q04502		4932.YML089C;
Q12222		4932.YOL128C;
Q07834		4932.YLL032C;
P40455		4932.YIL152W;
P40503		
Q6B0R7		4932.YMR326C;
P0CL25		4932.YJL222W-A;
P53980		4932.YNL011C;
P40488		
Q08872		
P39971		4932.YEL076C;
O13542		
Q12337		
Q06137	P32604; P28004	4932.YLR345W;
A0A023PXD3		4932.YER088C-A;
Q05510		
P0C5M6		
A0A023PZC3		
Q04033		4932.YDR415C;
Q06522		4932.YPR147C;
Q04925		4932.YDR222W;
Q6B0W2		
P87272		4932.YDR509W;
P36147		4932.YKR065C;
Q12515		4932.YDL173W;
Q3E833		4932.YKR095W-A;
Q12524		4932.YLR151C;
P40025		4932.YER037W;
Q12208	P32523	4932.YLR132C;
P53552		4932.YNL139C;
Q01477	P53741; P25694; P36037; P32485	4932.YER151C;
P46959	P41814	4932.YJL125C;
P33122		4932.YOR344C;
P34760		4932.YML028W;
P38290		4932.YBR165W;
P38709		4932.YHL012W;
P36137		4932.YKR044W;
Q01476	Q12242	4932.YOR124C;
P25629		
A0A023PXA5		
Q3E794		4932.YBR072C-A;
P39564		4932.YAR068W;
P36127		
Q2V2P2		4932.YKL065W-A;
P34224		4932.YBL059W;
Q08956		4932.YPL201C;
P40520		
A0A023PXP7		4932.YML034C-A;
P53126		4932.YGL132W;
P38887		4932.YHR202W;
Q6B0Y5		
P0CF33		
A0A023PYG5		4932.YHL046W-A;
A0A023PZH4		
Q07986		4932.YLR036C;
Q6B2I9		
A0A023PZJ9		
P36072		4932.YKL118W;
Q04210		4932.YMR040W;
P38430		4932.YMR262W;
P53758		4932.YNR077C;
P0C5R2		
Q04526		4932.YML083C;
P25567		4932.YCL037C;
P53040	P35817; Q12060; P46677; Q12030; P38129; Itself; Q05027	4932.YGL112C;
Q04545		4932.YML081W;
P40340		4932.YGR270W;
Q07904		4932.YLR004C;
P41896	P38217; P08518	4932.YGR005C;
P48561	P47047	4932.YNL299W;
Q12363	P32767; P49723; Q12206	4932.YOR230W;
Q3E7Z7		
P25561	P39940	
P25562		
Q8TGU8		
P38081	P39940	4932.YBR056W;
P36128		
P0CL27		4932.YPL283W-A;
P0CE69		4932.YKR104W;
Q6Q571		
Q07989		4932.YLR041W;
Q12244		4932.YLL054C;
P36103		4932.YKL023W;
P40448		4932.YIL163C;
P53054		4932.YGL262W;
P38893		4932.YHR210C;
P47078		4932.YJL009W;
Q03884		
Q08910		4932.YOR387C;
Q06199		4932.YLR456W;
Q06676		4932.YDR319C;
Q08842		
P53880		4932.YNL179C;
Q8TGS1		
Q07804		4932.YLL012W;
P53291		
P53231		
P53161		4932.YGL072C;
P0C5L9		
Q12484		4932.YOR343C;
Q07791		4932.YDR261W-B;
Q03619		4932.YER160C;
Q12282		4932.YOR214C;
P87263		
P87268		
Q99318		4932.YOR318C;
P32804	P51533; Q04182; P33302	4932.YGL255W;
Q12220	P25635; Q05946	4932.YLR129W;
P43585		4932.YFL004W;
Q03944	P46671	4932.YDR200C;
Q03631		4932.YML076C;
P43582		4932.YFL010C;
Q12352		
P25352		4932.YCR025C;
Q12111		4932.YDR029W;
Q03900		4932.YDR132C;
P25361		4932.YCR043C;
O13512		4932.YAL064W-B;
P38252		
A0A023PZE1		4932.YHR063W-A;
Q8TGT0		
Q03434		
Q8TGM0		
P53936		4932.YNL089C;
P40022		4932.YER034W;
P53757		4932.YNR071C;
P38809		4932.YHR097C;
P53962		4932.YNL035C;
Q03697		4932.YML038C;
Q8TGJ4		4932.YLR466C-B;
P0C5P9		4932.YLR154W-B;
Q08915		4932.YOR392W;
A0A023PXD9		4932.YFL015W-A;
P0C5Q1		
Q08743		4932.YOR292C;
P87191		
P87282		
P43597		4932.YFR016C;
Q8TGR6		4932.YDR524C-A;
Q8TGP6		
Q7LIF1		
P0CF36		
O13583		
P36018	P39958; P32864; Q04847; P53633; P53093	4932.YKR014C;
P43593		4932.YFR010W;
P40041		4932.YER064C;
P42826		4932.YGR194C;
P40489		4932.YIL101C;
Q12115		4932.YDL016C;
Q03864		4932.YDR102C;
Q07555		4932.YDL129W;
Q8TGQ3		
P38276		4932.YBR137W;
P34231		4932.YKL187C;
P53957		4932.YNL043C;
Q6B0Y6		4932.YMR052C-A;
Q04521		
P40889		4932.YJL225C;
Q8TGR1		4932.YLR120W-A;
P35725		
Q8TGN3		4932.YJL077W-A;
P0C5P4		
P36061		
P39532		
P0CX68		
P53926		
P40082		4932.YER135C;
A0A023PZL2		
P47073		4932.YJL015C;
P0C5N7		
Q04838		
P47121		
Q8TGL9		
P0C5Q0		4932.YLR154W-F;
Q2V2P6		
Q8TGP1		
P53216		
Q2V2P1		4932.YLR146W-A;
Q3E735		4932.YOR034C-A;
Q12351		4932.YOR012W;
Q8TGL2		4932.YOR231C-A;
Q12147		4932.YDL026W;
Q06127		4932.YLR334C;
P48568		
Q05612		
Q8TGU4		
P0C5E1		
Q12040		4932.YOR283W;
Q03788		4932.YDR250C;
P40097		
Q12179		4932.YPL245W;
P0CX66		
Q02981		4932.YPL109C;
Q08990		4932.YPL278C;
O13571		
P43587	P32598; P36047	4932.YFR003C;
P18961		4932.YMR104C;
Q08245	P36027	4932.YOL109W;
Q3E7B3		4932.YPR108W-A;
Q06102	P45976; Q06224	4932.YPR107C;
Q12436		4932.YLR130C;
P34219		4932.YBL054W;
P54837	P32803; Q05359; P38819	4932.YML012W;
P38342		4932.YBR265W;
P35127		4932.YJR099W;
P54730	P25694	4932.YMR067C;
P38759	P34110	4932.YHR012W;
P38220		4932.YBR027C;
P0CX88		
Q96VH3		4932.YCL021W-A;
P34220		4932.YBL055C;
Q8TGM9		
P47020		4932.YJL120W;
P36087		4932.YKL070W;
P53087		4932.YGL214W;
P36079		
P46994		
Q04436		4932.YMR103C;
P25637		4932.YCR059C;
A0A023PZH9		
P53952		4932.YNL050C;
P39959		4932.YER130C;
P47152		4932.YJR115W;
P53837		4932.YNL276C;
P53826		4932.YNL319W;
Q04706		
P0CX91		
P0CL39		
P40009		4932.YER005W;
P0CY05		
P53339		4932.YGR290W;
Q870I1		
Q08110		4932.YOL014W;
O13540		
P53910		4932.YNL140C;
Q06247		4932.YLR173W;
Q07613		
P53181		
Q3E7Y9		
P0C5M2		
Q12501		
P0C5M4		
P48606	P02557	4932.YOR265W;
P38329		4932.YBR235W;
P25617		4932.YCR016W;
Q3E778		
P38253		
P38223		4932.YBR032W;
P25383		4932.YCL020W;
Q96VG6		4932.YCR097W-A;
P39710		4932.YAL066W;
P39566		4932.YAR070C;
P53106		4932.YGL165C;
P0C5P3		
Q07895		4932.YLR001C;
P36067		
Q07865		
P0C5B8		4932.YHL050W-A;
P38806	P43572	4932.YHR090C;
P38842		4932.YHR140W;
P36153		4932.YKR073C;
P53825		4932.YNL324W;
P53092		4932.YGL199C;
Q08465	P61830; P34218; P35189	4932.YOR064C;
P36083		4932.YKL075C;
Q12327		4932.YLR124W;
P40083		4932.YER137C;
P0CL41		
P53108	P39940; P53093	4932.YGL161C;
P0CE97		
P39983		4932.YEL057C;
P47038		4932.YJL064W;
Q8TGP0		
P53906		4932.YNL146W;
P53326		4932.YGR266W;
P38721		4932.YHL050C;
O13561		
Q08543		
Q12472	P39940	
Q02217		
P87264		
Q12121		4932.YDL211C;
Q3E751		4932.YPL119C-A;
O13582		
P53061		4932.YGL249W;
P0C5R5		
P40064		4932.YER105C;
P50874	Q06211; P32833; P54791; P47050	4932.YNL261W;
Q99380	P48439; P52870; P32915; P35179; P39007; Q02795; P33767	4932.YDL232W;
P38126		4932.YBR186W;
P32896	Q07471	4932.YDR081C;
P0CE90		
P35999		4932.YKL134C;
P15938		4932.YKR086W;
P32379	Q12245	4932.YGR253C;
P33323	P29467; Q02721; P23179	4932.YHR157W;
P23796		4932.YMR283C;
P38741		4932.YHL024W;
Q12672		4932.YPL079W;
P32904		4932.YHR147C;
P20433	P32497; P34087	4932.YJL140W;
P43602	P39940	4932.YFR022W;
O13563	P48510	4932.YLR421C;
Q12481	P15790; P38333; Q03532; P25586; Q12136; P53254; P40498	4932.YOR287C;
P40482	Q04410; P15303; P38968	4932.YIL109C;
Q04658		4932.YML066C;
P56508		4932.YDR525W-A;
P32566	P36421	4932.YGR229C;
Q02521		4932.YOR148C;
P43321	P40018	4932.YLR147C;
P53540	P38863; P53378	4932.YNL126W;
P53598		4932.YOR142W;
P38343		4932.YBR266C;
P53277	Q03654; Q12309; P38302; P32523; Q04048	4932.YGR129W;
Q03640		4932.YML072C;
Q12239		4932.YOL107W;
Q07527		4932.YDL112W;
P28584		4932.YKR050W;
P32773	P32774	4932.YOR194C;
P35180	P49334; P23644	4932.YGR082W;
P35169	P53233; P20081; P38873; P38691; P41318; P34072; P36003; P22211; Q03656; Q08921	4932.YJR066W;
Q03860	Itself	4932.YDR100W;
P32837		4932.YDL210W;
Q05947	P52286	4932.YLR224W;
P22515		4932.YKL210W;
P0CE88		
Q03370		4932.YDR479C;
P38155		4932.YBR301W;
Q12310		4932.YDL214C;
Q08673		4932.YOR247W;
P47045		4932.YJL054W;
P33448		4932.YOR045W;
P38962		4932.YDR084C;
P40570		4932.YIR014W;
P42943		4932.YJL111W;
P41835		4932.YPL214C;
P09734	Q00402	4932.YML124C;
Q12308		4932.YPL007C;
Q12043		4932.YOR081C;
Q02648		4932.YPL030W;
P38238		4932.YBR061C;
Q00764	P31688; P38426; P38427	4932.YBR126C;
P52491	Q13616	4932.YLR306W;
P38826	Q00684; P24869; P54784; P32833; P54790	4932.YHR118C;
P47054	Q05166; P34077; Q02630; P49687	4932.YJL039C;
P41543	P35179; Q02795	4932.YJL002C;
P53179		4932.YGL045W;
P0CE89		4932.YJL223C;
P53903		4932.YNL149C;
P53261	P38779; Q04660; P39744; Q02892	4932.YGR103W;
P36069	P39940	4932.YKL128C;
Q12412		4932.YOR161C;
P53299	P57744	4932.YGR181W;
Q08693		4932.YOR256C;
P00912		4932.YDR007W;
Q6B2U8		4932.YAL064C-A;
Q9URQ3	P47058	4932.YLR316C;
P43637		4932.YGL179C;
Q04562		4932.YDR107C;
P40310		4932.YJL093C;
P32600	Q08236; Q04749; P47041; P20081; P41318; Q04372; P40061	4932.YKL203C;
Q06412	P40073	4932.YLR425W;
Q04311	P25694	4932.YDR049W;
P34110	P32913; P38759; Q92331	4932.YJL154C;
Q04338	P47160; Q12255; P32319; Q01590; Q03322; Q08144; Q12241; P36015	4932.YMR197C;
P30822	P21192; P61925	4932.YGR218W;
Q03390		4932.YDR486C;
P36095	Itself	4932.YKL041W;
P39973		4932.YEL074W;
P40328		4932.YPL074W;
P41834	P28791; P22214; P22213; P33891; P53146	4932.YOR075W;
P15731	P38879; P34909	4932.YBR082C;
Q12045	P17119	4932.YPL253C;
P53832		4932.YNL283C;
Q07379		4932.YDL057W;
Q03856		
O43137		4932.YBR085C-A;
P38321		4932.YBR225W;
O13514		
Q3E791		
P38202		4932.YBL028C;
P39548		4932.YAR028W;
A0A023PZ94		
Q2V2Q2		4932.YCL048W-A;
P38239		4932.YBR062C;
P38178		4932.YBL083C;
Q08182		4932.YOL028C;
P53100		4932.YGL185C;
Q8TGT6		
O13533		
P53105		4932.YGL177W;
Q12026		4932.YLR053C;
P40544		4932.YIL023C;
Q03231		4932.YMR181C;
P53842		4932.YNL266W;
P53066		4932.YGL242C;
P47151		4932.YJR114W;
P53074		4932.YGL230C;
P0C5N4		
Q08027		4932.YLR101C;
P40446		4932.YIL165C;
P38726		4932.YHL045W;
P53747		4932.YNR061C;
P40490		
Q03888		
Q3E7Z0		
Q3E805		4932.YOR376W-A;
P0CY00		
